id,first_name,last_name,email,signup_date,last_login,amount_spent,is_active,plan
782,Taylor,Kim,taylor.kim.782@example.com,2026-03-15,2026-03-28 17:48:42,4022.52,true,Team
783,Casey,Smith,casey.smith.783@example.com,2026-01-18,2026-06-29 07:55:38,8077.69,false,Enterprise
784,Morgan,Singh,morgan.singh.784@example.com,2024-01-27,2024-09-27 14:48:28,9414.91,true,Free
785,Riley,Müller,riley.müller.785@example.com,2023-02-27,2024-01-29 08:55:54,847.63,true,Pro
786,Avery,Patel,avery.patel.786@example.com,2025-11-09,2026-02-17 12:06:09,654.13,true,Team
787,Quinn,Brown,quinn.brown.787@example.com,2025-12-27,2026-04-09 06:12:23,542.97,true,Enterprise
788,Sasha,Johnson,sasha.johnson.788@example.com,2025-08-03,2025-11-24 15:59:26,6778.37,false,Free
789,Drew,Garcia,drew.garcia.789@example.com,2023-07-19,2024-06-15 13:32:32,6944.55,true,Pro
790,Alex,Nguyen,alex.nguyen.790@example.com,2025-05-28,2025-11-21 01:44:47,8503.30,true,Team
791,Jordan,Lopez,jordan.lopez.791@example.com,2024-09-23,2024-12-06 18:39:28,7693.78,false,Enterprise
792,Taylor,Kim,taylor.kim.792@example.com,2023-09-27,2023-12-10 02:56:13,4240.89,true,Free
793,Casey,Smith,casey.smith.793@example.com,2025-10-07,2025-10-08 11:32:53,9654.41,false,Pro
794,Morgan,Singh,morgan.singh.794@example.com,2025-10-30,2026-01-10 15:59:53,5973.03,true,Team
795,Riley,Müller,riley.müller.795@example.com,2023-09-13,2023-12-23 15:54:04,6650.58,true,Enterprise
796,Avery,Patel,avery.patel.796@example.com,2025-01-03,2025-05-13 20:19:33,9269.57,true,Free
797,Quinn,Brown,quinn.brown.797@example.com,2024-02-11,2025-02-07 13:22:40,320.08,true,Pro
798,Sasha,Johnson,sasha.johnson.798@example.com,2024-05-02,2025-04-29 17:53:15,5950.05,true,Team
799,Drew,Garcia,drew.garcia.799@example.com,2024-08-27,2025-03-07 05:37:17,716.34,true,Enterprise
800,Alex,Nguyen,alex.nguyen.800@example.com,2023-11-24,2024-08-31 23:27:42,7813.82,true,Free
801,Jordan,Lopez,jordan.lopez.801@example.com,2023-06-12,2023-06-15 04:33:44,4550.09,false,Pro
802,Taylor,Kim,taylor.kim.802@example.com,2025-11-22,2026-04-14 21:25:46,354.22,true,Team
803,Casey,Smith,casey.smith.803@example.com,2023-09-09,2023-09-16 23:21:42,3597.19,true,Enterprise
804,Morgan,Singh,morgan.singh.804@example.com,2024-05-10,2024-06-30 05:27:15,1283.48,true,Free
805,Riley,Müller,riley.müller.805@example.com,2023-07-22,2023-11-09 23:56:25,7368.43,true,Pro
806,Avery,Patel,avery.patel.806@example.com,2025-03-10,2025-05-13 12:49:53,7527.60,true,Team
807,Quinn,Brown,quinn.brown.807@example.com,2023-05-21,2023-10-17 03:49:13,6788.89,true,Enterprise
808,Sasha,Johnson,sasha.johnson.808@example.com,2023-10-28,2023-12-04 13:34:25,828.39,true,Free
809,Drew,Garcia,drew.garcia.809@example.com,2026-03-18,2026-07-02 00:24:35,6816.12,true,Pro
810,Alex,Nguyen,alex.nguyen.810@example.com,2025-12-25,2026-02-01 17:42:35,1260.53,true,Team
811,Jordan,Lopez,jordan.lopez.811@example.com,2023-07-23,2024-02-11 17:47:52,9633.40,true,Enterprise
812,Taylor,Kim,taylor.kim.812@example.com,2024-03-10,2025-02-27 19:39:56,7621.64,false,Free
813,Casey,Smith,casey.smith.813@example.com,2025-11-10,2026-09-07 04:15:11,3635.99,true,Pro
814,Morgan,Singh,morgan.singh.814@example.com,2024-02-26,2024-11-09 16:36:53,3162.42,true,Team
815,Riley,Müller,riley.müller.815@example.com,2025-02-25,2025-03-15 11:37:59,1246.44,true,Enterprise
816,Avery,Patel,avery.patel.816@example.com,2025-02-15,2025-03-02 16:05:51,7850.32,true,Free
817,Quinn,Brown,quinn.brown.817@example.com,2025-08-26,2026-05-23 17:04:20,7449.24,false,Pro
818,Sasha,Johnson,sasha.johnson.818@example.com,2025-04-29,2025-12-22 08:11:55,5431.47,true,Team
819,Drew,Garcia,drew.garcia.819@example.com,2023-02-11,2023-09-03 15:07:31,2450.00,true,Enterprise
820,Alex,Nguyen,alex.nguyen.820@example.com,2025-06-17,2026-01-23 00:17:52,1157.23,true,Free
821,Jordan,Lopez,jordan.lopez.821@example.com,2025-12-10,2026-11-02 13:22:21,9539.62,true,Pro
822,Taylor,Kim,taylor.kim.822@example.com,2024-12-24,2025-10-09 11:35:18,8465.02,true,Team
823,Casey,Smith,casey.smith.823@example.com,2023-09-22,2024-05-25 05:31:35,1453.39,true,Enterprise
824,Morgan,Singh,morgan.singh.824@example.com,2023-04-26,2024-02-22 18:12:20,6944.85,true,Free
825,Riley,Müller,riley.müller.825@example.com,2026-03-04,2026-12-25 14:47:18,9437.29,true,Pro
826,Avery,Patel,avery.patel.826@example.com,2024-03-12,2025-02-28 23:43:30,4280.89,true,Team
827,Quinn,Brown,quinn.brown.827@example.com,2025-11-16,2026-04-07 23:12:38,5617.55,true,Enterprise
828,Sasha,Johnson,sasha.johnson.828@example.com,2024-03-06,2024-10-18 17:42:28,5093.74,false,Free
829,Drew,Garcia,drew.garcia.829@example.com,2023-03-28,2023-07-04 10:45:20,4149.89,false,Pro
830,Alex,Nguyen,alex.nguyen.830@example.com,2023-09-27,2024-05-08 07:21:35,4560.46,false,Team
831,Jordan,Lopez,jordan.lopez.831@example.com,2025-06-04,2026-06-04 01:25:03,9195.88,true,Enterprise
832,Taylor,Kim,taylor.kim.832@example.com,2024-01-01,2024-07-10 23:49:41,7804.06,true,Free
833,Casey,Smith,casey.smith.833@example.com,2025-10-20,2026-05-02 06:34:44,3344.16,true,Pro
834,Morgan,Singh,morgan.singh.834@example.com,2024-05-27,2025-04-15 20:16:50,8682.32,true,Team
835,Riley,Müller,riley.müller.835@example.com,2023-08-16,2024-04-02 20:20:51,4647.69,true,Enterprise
836,Avery,Patel,avery.patel.836@example.com,2023-03-12,2023-09-26 14:45:07,5531.82,true,Free
837,Quinn,Brown,quinn.brown.837@example.com,2025-06-26,2025-09-25 13:42:09,9274.18,true,Pro
838,Sasha,Johnson,sasha.johnson.838@example.com,2023-05-22,2023-08-12 02:07:14,339.07,true,Team
839,Drew,Garcia,drew.garcia.839@example.com,2024-01-03,2024-02-08 18:44:04,8651.98,true,Enterprise
840,Alex,Nguyen,alex.nguyen.840@example.com,2024-05-07,2024-11-13 01:10:57,480.53,true,Free
841,Jordan,Lopez,jordan.lopez.841@example.com,2024-07-04,2025-02-09 05:29:46,9501.83,true,Pro
842,Taylor,Kim,taylor.kim.842@example.com,2023-11-21,2024-11-09 20:35:02,4854.05,true,Team
843,Casey,Smith,casey.smith.843@example.com,2024-05-28,2024-12-28 08:23:43,7192.44,true,Enterprise
844,Morgan,Singh,morgan.singh.844@example.com,2025-10-19,2026-09-15 01:22:32,3488.92,true,Free
845,Riley,Müller,riley.müller.845@example.com,2023-12-24,2024-06-12 07:53:23,5797.57,false,Pro
846,Avery,Patel,avery.patel.846@example.com,2024-05-26,2025-03-04 10:44:31,7308.29,false,Team
847,Quinn,Brown,quinn.brown.847@example.com,2023-02-07,2023-07-22 06:44:35,2872.79,true,Enterprise
848,Sasha,Johnson,sasha.johnson.848@example.com,2025-09-12,2026-08-29 13:09:57,7048.85,false,Free
849,Drew,Garcia,drew.garcia.849@example.com,2024-06-05,2025-05-12 19:44:58,2234.63,true,Pro
850,Alex,Nguyen,alex.nguyen.850@example.com,2025-05-15,2025-11-04 16:06:35,7123.47,true,Team
851,Jordan,Lopez,jordan.lopez.851@example.com,2023-02-20,2023-10-15 21:24:36,1838.80,false,Enterprise
852,Taylor,Kim,taylor.kim.852@example.com,2026-04-21,2026-06-12 16:59:03,9960.96,true,Free
853,Casey,Smith,casey.smith.853@example.com,2025-08-27,2025-12-14 12:04:47,3858.19,true,Pro
854,Morgan,Singh,morgan.singh.854@example.com,2025-08-19,2026-02-21 04:29:05,8192.78,false,Team
855,Riley,Müller,riley.müller.855@example.com,2025-06-27,2025-07-13 21:41:05,4873.09,true,Enterprise
856,Avery,Patel,avery.patel.856@example.com,2026-01-30,2026-05-22 05:30:26,4427.96,true,Free
857,Quinn,Brown,quinn.brown.857@example.com,2023-04-18,2023-10-03 09:43:27,4616.25,true,Pro
858,Sasha,Johnson,sasha.johnson.858@example.com,2026-02-23,2026-06-25 00:01:05,6726.27,true,Team
859,Drew,Garcia,drew.garcia.859@example.com,2025-02-14,2025-11-10 14:30:02,8433.05,false,Enterprise
860,Alex,Nguyen,alex.nguyen.860@example.com,2024-09-09,2024-11-17 13:49:39,7734.47,true,Free
861,Jordan,Lopez,jordan.lopez.861@example.com,2024-04-29,2024-11-29 17:59:11,5546.65,true,Pro
862,Taylor,Kim,taylor.kim.862@example.com,2025-03-02,2025-08-02 02:15:03,3221.53,true,Team
863,Casey,Smith,casey.smith.863@example.com,2024-02-03,2024-04-12 00:40:30,5902.43,true,Enterprise
864,Morgan,Singh,morgan.singh.864@example.com,2024-09-14,2025-03-17 08:08:27,6355.54,true,Free
865,Riley,Müller,riley.müller.865@example.com,2023-10-19,2024-01-04 18:13:17,2515.35,true,Pro
866,Avery,Patel,avery.patel.866@example.com,2023-03-27,2023-05-21 07:53:12,5237.61,true,Team
867,Quinn,Brown,quinn.brown.867@example.com,2023-02-16,2023-08-12 16:30:24,912.53,false,Enterprise
868,Sasha,Johnson,sasha.johnson.868@example.com,2023-01-12,2023-04-01 11:16:14,8004.75,true,Free
869,Drew,Garcia,drew.garcia.869@example.com,2024-05-09,2025-03-16 10:26:47,354.55,true,Pro
870,Alex,Nguyen,alex.nguyen.870@example.com,2025-12-30,2026-02-21 10:35:41,4412.03,true,Team
871,Jordan,Lopez,jordan.lopez.871@example.com,2024-04-12,2025-04-10 08:34:57,8420.38,false,Enterprise
872,Taylor,Kim,taylor.kim.872@example.com,2023-11-17,2024-03-29 11:07:46,1841.07,true,Free
873,Casey,Smith,casey.smith.873@example.com,2023-09-12,2024-06-11 11:12:33,1173.30,true,Pro
874,Morgan,Singh,morgan.singh.874@example.com,2024-11-29,2025-02-05 02:37:10,6910.49,true,Team
875,Riley,Müller,riley.müller.875@example.com,2026-01-14,2026-05-09 09:43:51,7332.16,true,Enterprise
876,Avery,Patel,avery.patel.876@example.com,2024-01-21,2024-06-10 00:58:39,1879.43,true,Free
877,Quinn,Brown,quinn.brown.877@example.com,2024-02-19,2024-09-28 15:05:47,7149.72,false,Pro
878,Sasha,Johnson,sasha.johnson.878@example.com,2023-11-11,2024-01-15 06:54:35,9478.05,false,Team
879,Drew,Garcia,drew.garcia.879@example.com,2025-06-06,2025-10-30 21:50:36,381.58,true,Enterprise
880,Alex,Nguyen,alex.nguyen.880@example.com,2024-01-04,2024-07-14 14:28:28,5863.54,true,Free
881,Jordan,Lopez,jordan.lopez.881@example.com,2024-12-30,2025-02-28 00:52:44,3898.75,false,Pro
882,Taylor,Kim,taylor.kim.882@example.com,2023-06-10,2023-11-24 17:05:26,3444.60,true,Team
883,Casey,Smith,casey.smith.883@example.com,2024-06-08,2024-09-23 09:38:14,1398.53,false,Enterprise
884,Morgan,Singh,morgan.singh.884@example.com,2025-11-09,2025-11-13 19:44:53,6386.41,true,Free
885,Riley,Müller,riley.müller.885@example.com,2025-09-12,2026-01-06 05:50:21,7074.72,true,Pro
886,Avery,Patel,avery.patel.886@example.com,2025-06-30,2026-03-14 14:15:30,4677.53,true,Team
887,Quinn,Brown,quinn.brown.887@example.com,2023-09-25,2024-09-14 13:59:14,5437.19,true,Enterprise
888,Sasha,Johnson,sasha.johnson.888@example.com,2023-01-28,2023-09-11 17:25:08,7134.58,true,Free
889,Drew,Garcia,drew.garcia.889@example.com,2025-05-02,2026-02-18 18:44:39,7934.24,true,Pro
890,Alex,Nguyen,alex.nguyen.890@example.com,2023-05-14,2023-06-27 12:49:20,6649.90,true,Team
891,Jordan,Lopez,jordan.lopez.891@example.com,2025-06-01,2026-01-18 13:34:28,58.35,true,Enterprise
892,Taylor,Kim,taylor.kim.892@example.com,2023-11-05,2024-05-25 05:43:21,3322.19,true,Free
893,Casey,Smith,casey.smith.893@example.com,2024-04-02,2024-05-29 11:36:29,295.48,true,Pro
894,Morgan,Singh,morgan.singh.894@example.com,2024-10-15,2024-11-15 00:51:29,1376.22,false,Team
895,Riley,Müller,riley.müller.895@example.com,2025-04-29,2025-10-16 11:05:56,3283.99,true,Enterprise
896,Avery,Patel,avery.patel.896@example.com,2023-02-28,2023-12-06 07:33:07,8741.47,true,Free
897,Quinn,Brown,quinn.brown.897@example.com,2023-07-24,2024-05-28 05:56:57,7905.85,true,Pro
898,Sasha,Johnson,sasha.johnson.898@example.com,2026-02-26,2026-04-02 09:12:06,3341.09,true,Team
899,Drew,Garcia,drew.garcia.899@example.com,2023-02-19,2023-04-25 21:10:59,6221.58,false,Enterprise
900,Alex,Nguyen,alex.nguyen.900@example.com,2023-02-04,2023-06-19 08:56:10,706.89,true,Free
901,Jordan,Lopez,jordan.lopez.901@example.com,2023-03-08,2023-04-30 14:46:31,4769.78,true,Pro
902,Taylor,Kim,taylor.kim.902@example.com,2026-03-04,2026-08-25 11:39:43,3595.36,true,Team
903,Casey,Smith,casey.smith.903@example.com,2024-11-26,2025-10-18 04:46:07,3269.87,true,Enterprise
904,Morgan,Singh,morgan.singh.904@example.com,2025-09-07,2025-11-16 22:56:11,9891.61,true,Free
905,Riley,Müller,riley.müller.905@example.com,2023-02-03,2023-07-01 14:05:28,6824.81,true,Pro
906,Avery,Patel,avery.patel.906@example.com,2025-01-11,2025-10-25 23:42:37,3222.71,true,Team
907,Quinn,Brown,quinn.brown.907@example.com,2026-03-28,2026-12-28 01:35:27,212.80,true,Enterprise
908,Sasha,Johnson,sasha.johnson.908@example.com,2025-06-23,2025-10-17 18:56:49,4428.75,true,Free
909,Drew,Garcia,drew.garcia.909@example.com,2023-07-23,2024-04-02 20:57:17,4337.39,false,Pro
910,Alex,Nguyen,alex.nguyen.910@example.com,2023-03-11,2023-12-16 13:31:49,5007.92,true,Team
911,Jordan,Lopez,jordan.lopez.911@example.com,2025-07-10,2025-09-26 01:37:20,1701.17,true,Enterprise
912,Taylor,Kim,taylor.kim.912@example.com,2025-07-10,2025-12-25 03:41:14,6012.34,false,Free
913,Casey,Smith,casey.smith.913@example.com,2025-05-05,2025-12-12 19:43:27,2585.82,true,Pro
914,Morgan,Singh,morgan.singh.914@example.com,2024-07-30,2024-12-22 10:02:25,7744.76,true,Team
915,Riley,Müller,riley.müller.915@example.com,2023-07-13,2023-11-16 18:02:21,9625.36,true,Enterprise
916,Avery,Patel,avery.patel.916@example.com,2025-08-31,2026-02-18 20:39:27,7243.02,true,Free
917,Quinn,Brown,quinn.brown.917@example.com,2025-11-22,2026-08-01 17:09:06,8748.89,true,Pro
918,Sasha,Johnson,sasha.johnson.918@example.com,2024-05-18,2024-12-27 16:15:31,416.38,false,Team
919,Drew,Garcia,drew.garcia.919@example.com,2025-02-09,2025-07-30 01:05:04,9367.91,true,Enterprise
920,Alex,Nguyen,alex.nguyen.920@example.com,2025-10-13,2026-09-11 15:18:01,5868.89,false,Free
921,Jordan,Lopez,jordan.lopez.921@example.com,2023-05-23,2023-05-25 20:06:16,6408.29,false,Pro
922,Taylor,Kim,taylor.kim.922@example.com,2024-07-02,2024-10-17 12:38:32,306.55,true,Team
923,Casey,Smith,casey.smith.923@example.com,2025-04-20,2025-12-29 10:50:32,5998.89,true,Enterprise
924,Morgan,Singh,morgan.singh.924@example.com,2026-02-05,2027-01-08 05:13:52,3446.13,true,Free
925,Riley,Müller,riley.müller.925@example.com,2024-11-30,2025-09-09 14:33:16,4981.91,false,Pro
926,Avery,Patel,avery.patel.926@example.com,2024-07-11,2025-04-01 03:48:06,7536.54,false,Team
927,Quinn,Brown,quinn.brown.927@example.com,2024-12-25,2025-08-06 21:09:02,3089.81,true,Enterprise
928,Sasha,Johnson,sasha.johnson.928@example.com,2025-08-18,2026-02-05 01:58:35,874.02,false,Free
929,Drew,Garcia,drew.garcia.929@example.com,2023-06-02,2023-10-08 18:05:11,3592.05,true,Pro
930,Alex,Nguyen,alex.nguyen.930@example.com,2023-09-16,2024-09-11 19:10:26,978.82,false,Team
931,Jordan,Lopez,jordan.lopez.931@example.com,2023-08-22,2024-03-27 13:37:29,138.61,true,Enterprise
932,Taylor,Kim,taylor.kim.932@example.com,2023-06-09,2023-09-05 08:23:23,607.87,true,Free
933,Casey,Smith,casey.smith.933@example.com,2023-04-28,2023-05-20 22:39:06,877.69,true,Pro
934,Morgan,Singh,morgan.singh.934@example.com,2023-06-24,2024-01-24 21:39:46,332.45,true,Team
935,Riley,Müller,riley.müller.935@example.com,2024-11-05,2025-08-23 11:35:11,388.21,true,Enterprise
936,Avery,Patel,avery.patel.936@example.com,2025-11-24,2026-03-12 10:04:15,4396.33,false,Free
937,Quinn,Brown,quinn.brown.937@example.com,2025-04-12,2025-09-07 08:39:13,5904.27,true,Pro
938,Sasha,Johnson,sasha.johnson.938@example.com,2024-03-19,2024-06-16 00:01:27,8966.51,true,Team
939,Drew,Garcia,drew.garcia.939@example.com,2025-01-01,2025-03-26 22:17:49,8499.32,true,Enterprise
940,Alex,Nguyen,alex.nguyen.940@example.com,2023-08-14,2024-04-20 13:53:45,3487.27,true,Free
941,Jordan,Lopez,jordan.lopez.941@example.com,2025-04-02,2026-02-21 03:22:47,9093.97,true,Pro
942,Taylor,Kim,taylor.kim.942@example.com,2024-02-12,2024-02-21 01:20:33,3249.42,true,Team
943,Casey,Smith,casey.smith.943@example.com,2023-08-28,2024-05-01 22:45:53,5619.85,true,Enterprise
944,Morgan,Singh,morgan.singh.944@example.com,2023-11-16,2023-11-30 04:30:40,8153.83,true,Free
945,Riley,Müller,riley.müller.945@example.com,2026-02-21,2026-08-12 17:40:09,1140.82,true,Pro
946,Avery,Patel,avery.patel.946@example.com,2024-09-27,2025-06-30 22:05:11,6951.00,false,Team
947,Quinn,Brown,quinn.brown.947@example.com,2023-08-30,2024-06-02 00:26:28,3730.37,false,Enterprise
948,Sasha,Johnson,sasha.johnson.948@example.com,2024-07-29,2025-04-01 08:24:18,2108.79,false,Free
949,Drew,Garcia,drew.garcia.949@example.com,2025-11-18,2026-08-22 04:22:11,1113.96,true,Pro
950,Alex,Nguyen,alex.nguyen.950@example.com,2023-09-10,2024-06-03 12:24:31,1638.59,true,Team
951,Jordan,Lopez,jordan.lopez.951@example.com,2023-07-19,2024-04-08 04:15:10,3613.11,true,Enterprise
952,Taylor,Kim,taylor.kim.952@example.com,2024-11-15,2025-04-21 09:58:30,4757.21,true,Free
953,Casey,Smith,casey.smith.953@example.com,2024-07-25,2025-02-23 21:39:36,376.39,true,Pro
954,Morgan,Singh,morgan.singh.954@example.com,2024-06-04,2025-05-15 19:56:23,2339.08,true,Team
955,Riley,Müller,riley.müller.955@example.com,2025-07-07,2025-12-21 00:20:00,4316.12,true,Enterprise
956,Avery,Patel,avery.patel.956@example.com,2026-01-27,2026-02-10 07:49:16,1035.08,true,Free
957,Quinn,Brown,quinn.brown.957@example.com,2023-11-05,2024-06-05 09:37:19,2519.31,true,Pro
958,Sasha,Johnson,sasha.johnson.958@example.com,2023-07-12,2024-01-15 11:41:10,8512.76,true,Team
959,Drew,Garcia,drew.garcia.959@example.com,2024-05-03,2024-11-01 02:44:06,1043.38,true,Enterprise
960,Alex,Nguyen,alex.nguyen.960@example.com,2023-09-12,2024-05-29 16:28:26,8295.47,true,Free
961,Jordan,Lopez,jordan.lopez.961@example.com,2025-10-09,2025-12-14 06:18:52,5129.14,true,Pro
962,Taylor,Kim,taylor.kim.962@example.com,2024-09-11,2025-08-06 20:17:58,456.26,false,Team
963,Casey,Smith,casey.smith.963@example.com,2024-08-25,2025-01-21 04:49:14,2795.06,true,Enterprise
964,Morgan,Singh,morgan.singh.964@example.com,2023-07-22,2024-01-19 17:05:31,3299.71,false,Free
965,Riley,Müller,riley.müller.965@example.com,2024-11-06,2025-08-20 14:57:38,4784.36,false,Pro
966,Avery,Patel,avery.patel.966@example.com,2025-10-08,2025-12-06 23:05:09,9024.16,false,Team
967,Quinn,Brown,quinn.brown.967@example.com,2025-02-10,2025-12-25 21:43:53,44.55,false,Enterprise
968,Sasha,Johnson,sasha.johnson.968@example.com,2025-07-28,2026-05-01 10:14:15,3536.27,false,Free
969,Drew,Garcia,drew.garcia.969@example.com,2025-04-25,2026-01-26 22:59:24,9031.75,true,Pro
970,Alex,Nguyen,alex.nguyen.970@example.com,2024-08-17,2025-08-03 07:50:25,2300.98,true,Team
971,Jordan,Lopez,jordan.lopez.971@example.com,2023-06-04,2023-06-10 22:57:15,5753.16,true,Enterprise
972,Taylor,Kim,taylor.kim.972@example.com,2023-01-13,2023-07-07 09:38:31,7766.57,true,Free
973,Casey,Smith,casey.smith.973@example.com,2023-06-20,2024-01-12 04:21:49,7841.74,false,Pro
974,Morgan,Singh,morgan.singh.974@example.com,2025-11-08,2026-08-12 11:41:07,3264.67,true,Team
975,Riley,Müller,riley.müller.975@example.com,2025-02-24,2025-10-10 01:27:30,7225.06,true,Enterprise
976,Avery,Patel,avery.patel.976@example.com,2025-03-26,2026-03-04 13:06:07,1922.76,true,Free
977,Quinn,Brown,quinn.brown.977@example.com,2023-02-25,2023-05-23 18:54:55,855.75,true,Pro
978,Sasha,Johnson,sasha.johnson.978@example.com,2026-02-16,2027-01-30 17:20:58,8997.12,true,Team
979,Drew,Garcia,drew.garcia.979@example.com,2025-06-22,2026-01-13 13:49:29,1215.75,false,Enterprise
980,Alex,Nguyen,alex.nguyen.980@example.com,2025-02-01,2025-10-21 14:08:07,1634.89,true,Free
981,Jordan,Lopez,jordan.lopez.981@example.com,2023-11-03,2024-02-05 15:29:49,2728.95,true,Pro
982,Taylor,Kim,taylor.kim.982@example.com,2025-10-31,2026-01-27 01:38:28,6703.38,true,Team
983,Casey,Smith,casey.smith.983@example.com,2024-05-26,2024-09-13 03:23:05,221.04,true,Enterprise
984,Morgan,Singh,morgan.singh.984@example.com,2023-03-08,2023-12-16 10:35:05,6409.02,true,Free
985,Riley,Müller,riley.müller.985@example.com,2024-04-26,2025-01-28 18:11:36,59.26,true,Pro
986,Avery,Patel,avery.patel.986@example.com,2024-09-04,2024-11-01 04:24:14,5673.88,true,Team
987,Quinn,Brown,quinn.brown.987@example.com,2026-02-20,2026-12-22 21:06:20,710.26,true,Enterprise
988,Sasha,Johnson,sasha.johnson.988@example.com,2025-05-26,2026-04-04 01:20:51,8500.91,true,Free
989,Drew,Garcia,drew.garcia.989@example.com,2023-01-19,2023-08-23 09:12:27,250.76,true,Pro
990,Alex,Nguyen,alex.nguyen.990@example.com,2023-12-15,2024-11-13 14:36:34,964.09,false,Team
991,Jordan,Lopez,jordan.lopez.991@example.com,2023-06-18,2024-01-14 04:02:56,6575.16,true,Enterprise
992,Taylor,Kim,taylor.kim.992@example.com,2024-09-05,2024-09-15 11:18:20,7183.23,false,Free
993,Casey,Smith,casey.smith.993@example.com,2024-03-31,2024-04-07 09:53:19,1582.98,true,Pro
994,Morgan,Singh,morgan.singh.994@example.com,2023-01-31,2023-05-15 13:36:05,4386.47,true,Team
995,Riley,Müller,riley.müller.995@example.com,2023-02-05,2023-08-11 05:49:57,4032.90,true,Enterprise
996,Avery,Patel,avery.patel.996@example.com,2025-02-03,2025-05-24 12:15:39,4271.80,true,Free
997,Quinn,Brown,quinn.brown.997@example.com,2025-01-05,2025-06-29 12:36:28,9838.31,false,Pro
998,Sasha,Johnson,sasha.johnson.998@example.com,2025-03-02,2025-10-02 11:22:30,23.16,true,Team
999,Drew,Garcia,drew.garcia.999@example.com,2024-04-18,2024-09-25 11:05:09,9407.11,true,Enterprise
1000,Alex,Nguyen,alex.nguyen.1000@example.com,2026-01-19,2027-01-06 19:30:49,7344.09,true,Free
1001,Jordan,Lopez,jordan.lopez.1001@example.com,2026-02-11,2026-12-04 00:49:31,9372.19,true,Pro
1002,Taylor,Kim,taylor.kim.1002@example.com,2024-07-19,2025-05-07 21:56:50,8737.06,true,Team
1003,Casey,Smith,casey.smith.1003@example.com,2023-10-01,2024-07-05 04:38:37,4059.08,true,Enterprise
1004,Morgan,Singh,morgan.singh.1004@example.com,2024-05-04,2024-09-03 11:48:23,6128.00,true,Free
1005,Riley,Müller,riley.müller.1005@example.com,2025-07-17,2025-08-27 19:52:44,1922.19,true,Pro
1006,Avery,Patel,avery.patel.1006@example.com,2024-02-24,2024-08-08 17:39:01,4681.17,true,Team
1007,Quinn,Brown,quinn.brown.1007@example.com,2025-08-23,2026-05-18 09:25:05,3503.81,true,Enterprise
1008,Sasha,Johnson,sasha.johnson.1008@example.com,2023-03-05,2023-05-11 22:07:45,188.60,true,Free
1009,Drew,Garcia,drew.garcia.1009@example.com,2023-03-17,2023-05-08 16:21:20,514.94,true,Pro
1010,Alex,Nguyen,alex.nguyen.1010@example.com,2023-12-20,2024-05-29 02:07:43,5848.40,true,Team
1011,Jordan,Lopez,jordan.lopez.1011@example.com,2023-10-08,2024-03-22 05:11:39,5725.81,false,Enterprise
1012,Taylor,Kim,taylor.kim.1012@example.com,2023-06-13,2024-01-22 21:22:57,2738.78,true,Free
1013,Casey,Smith,casey.smith.1013@example.com,2024-08-02,2025-02-11 09:37:02,2226.77,true,Pro
1014,Morgan,Singh,morgan.singh.1014@example.com,2026-02-18,2026-03-08 17:11:03,7743.81,false,Team
1015,Riley,Müller,riley.müller.1015@example.com,2025-04-13,2025-10-11 23:52:59,2508.69,true,Enterprise
1016,Avery,Patel,avery.patel.1016@example.com,2023-10-19,2023-10-20 15:51:33,1033.12,true,Free
1017,Quinn,Brown,quinn.brown.1017@example.com,2024-04-21,2025-03-18 04:50:19,5275.42,true,Pro
1018,Sasha,Johnson,sasha.johnson.1018@example.com,2024-07-23,2024-09-05 16:08:37,2481.78,true,Team
1019,Drew,Garcia,drew.garcia.1019@example.com,2023-11-20,2023-12-08 22:04:59,5497.73,true,Enterprise
1020,Alex,Nguyen,alex.nguyen.1020@example.com,2024-01-01,2024-12-01 20:16:02,6463.18,true,Free
1021,Jordan,Lopez,jordan.lopez.1021@example.com,2023-04-04,2023-08-03 12:27:36,3770.22,true,Pro
1022,Taylor,Kim,taylor.kim.1022@example.com,2024-04-05,2024-10-24 07:15:46,3533.30,true,Team
1023,Casey,Smith,casey.smith.1023@example.com,2023-03-21,2023-06-24 01:07:23,4216.71,false,Enterprise
1024,Morgan,Singh,morgan.singh.1024@example.com,2024-03-02,2025-01-30 19:24:52,9729.67,true,Free
1025,Riley,Müller,riley.müller.1025@example.com,2026-02-13,2026-04-21 22:26:27,4117.92,true,Pro
1026,Avery,Patel,avery.patel.1026@example.com,2024-05-03,2025-05-02 08:28:11,2390.20,false,Team
1027,Quinn,Brown,quinn.brown.1027@example.com,2024-02-05,2024-03-31 04:45:20,3013.98,true,Enterprise
1028,Sasha,Johnson,sasha.johnson.1028@example.com,2023-12-06,2024-02-22 08:10:35,8244.96,true,Free
1029,Drew,Garcia,drew.garcia.1029@example.com,2023-07-02,2023-11-19 13:54:17,8043.33,false,Pro
1030,Alex,Nguyen,alex.nguyen.1030@example.com,2024-10-18,2025-09-04 00:19:07,1604.21,false,Team
1031,Jordan,Lopez,jordan.lopez.1031@example.com,2025-08-19,2026-08-14 09:21:17,2586.86,true,Enterprise
1032,Taylor,Kim,taylor.kim.1032@example.com,2025-11-26,2026-07-12 23:31:34,9740.86,false,Free
1033,Casey,Smith,casey.smith.1033@example.com,2024-07-11,2025-01-24 05:49:43,6160.52,true,Pro
1034,Morgan,Singh,morgan.singh.1034@example.com,2024-05-13,2025-01-24 14:58:52,5736.99,true,Team
